MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,DCBL724B,,,,DCBL724B,DCBL724B,DCBL724B Dewalt 20V Max XR Blower (Bare),-- Unbranded --,,,Black & Decker/dewlt (2585),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m18-bluetooth-jobsite-speaker/2954-20,,,,,,2954-20,,,,2954-20,2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,Cordless M18 Bluetooth jobsite speaker featuring full-range sound and 200-foot,MILWAUKEE 2954-20 M18 BLUETOOTH JOBSITE,"Durable, cordless M18 Bluetooth jobsite speaker with 200 feet of wireless range.","The Milwaukee M18™ Bluetooth® Jobsite Speaker delivers durable, cordless, full-range sound that is versatile for any job. Enjoy wireless freedom up to 200 feet.","Experience durable, cordless, full-range sound on any job with the Milwaukee M18™ Bluetooth® Jobsite Speaker. This versatile speaker provides wireless freedom up to 200 feet.","Get durable, cordless, full-range sound with the Milwaukee M18™ Bluetooth® Jobsite Speaker. Versatile for any job, it offers wireless freedom up to 200 feet.",Battery system: M18,Connectivity: Bluetooth,Power source: cordless,Wireless range up to 200 feet,"Durable, full-range sound",,,,,,,,,,,,,,,,,,,any job,,M18™ Bluetooth® Jobsite Speaker,Product Name,M18™ Bluetooth® Jobsite Speaker,,Battery System,M18,,Connectivity,Bluetooth,,Wireless Range,200,feet,Power Source,cordless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m12-bluetooth-jobsite-speaker-w-packout-compatibility/2955-20,,,,,,2955-20,,,,2955-20,2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,Milwaukee M12 Bluetooth Jobsite Speaker featuring PACKOUT compatibility and,MILWAUKEE 2955-20 M12 BLUETOOTH JOBSITE,"Milwaukee M12 Bluetooth Jobsite Speaker with PACKOUT Compatibility offering clear, portable sound and secure storage.","The Milwaukee M12 Bluetooth Jobsite Speaker w/ PACKOUT Compatibility offers clear, portable sound, jobsite versatility, and secure storage.","Get clear, portable sound on the jobsite with the Milwaukee M12 Bluetooth Jobsite Speaker with PACKOUT Compatibility, designed for jobsite versatility and secure storage.","The MILWAUKEE M12 Bluetooth Jobsite Speaker w/ PACKOUT Compatibility offers clear, portable sound, jobsite versatility, and secure storage.","Clear, portable sound",Jobsite versatility,Secure storage,PACKOUT compatibility,Bluetooth connectivity,M12 battery system,,,,,,,,,,,,,,,,,,,,M12 Bluetooth Jobsite Speaker with PACKOUT Compatibility,Product Name,M12 Bluetooth Jobsite Speaker with PACKOUT Compatibility,,Brand,Milwaukee,,Battery System,M12,,Connectivity,Bluetooth,,Storage Compatibility,PACKOUT Compatibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,9A-219-180,,,,9A-219-180,9A-219-180,9A-219-180 Abranet 4x6x6,-- Unbranded --,,,Mirka Abrasives Inc (MIRUS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,9A-219-120RP,,,,9A-219-120RP,9A-219-120RP,9A-219-120RP Abranet 4x6x6,-- Unbranded --,,,Mirka Abrasives Inc (MIRUS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m18-fuel-24-hedge-trimmer/3033-20,,,,,,3033-20,,,,3033-20,3033-20,3033-20 Milw M18 24  - Hedge Trimmer,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,Milwaukee M18 FUEL 24-inch hedge trimmer with 1.25-inch branch cutting capacity.,MILWAUKEE 3033-20 M18 24 IN. HEDGE,"The Milwaukee M18 FUEL 24"" Hedge Trimmer delivers power to cut 1-1/4"" branches with control, durability, and faster trimming for landscape professionals.","The Milwaukee M18 FUEL 24"" Hedge Trimmer operates on the M18 FUEL battery platform. It is designed to deliver power to cut 1-1/4"" branches with control, durability, and faster trimming for landscape professionals.","Get the power to cut 1-1/4"" branches with control, durability, and faster trimming for landscape professionals using the Milwaukee M18 FUEL 24"" Hedge Trimmer.","The MILWAUKEE M18 FUEL 24"" Hedge Trimmer delivers power to cut 1-1/4” branches with control, durability, and faster trimming for landscape professionals.",M18 FUEL battery platform,24 in blade length,1.25 in branch cutting capacity,"Delivers power to cut 1-1/4 in branches with control, durability, and faster trimming for landscape professionals",,,,,,,,,,,,,,,,,,,,Landscaping,,Hedge Trimmer,Blade Length,24,in,Branch Cutting Capacity,1.25,in,Product Type,Hedge Trimmer,,Battery Platform,M18 FUEL,,Manufacturer,Milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m18-fuel-24-hedge-trimmer-kit/3033-21,,,,,,3033-21,,,,3033-21,3033-21,3033-21 Milw M18 24  - Hedge Trimmer Kit,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,M18 FUEL 24-inch Hedge Trimmer Kit with 1-1/4 IN. cutting capacity.,M18 FUEL 24 IN. HEDGE TRIMMER KIT,"M18 FUEL 24"" Hedge Trimmer Kit designed to deliver power to cut 1-1/4"" branches.","The Milwaukee M18 FUEL 24"" Hedge Trimmer Kit delivers power to cut 1-1/4"" branches with control, durability, and faster trimming for landscape professionals.","Get faster trimming, control, and durability with the Milwaukee M18 FUEL 24"" Hedge Trimmer Kit, engineered to cut through 1-1/4"" branches.","The MILWAUKEE M18 FUEL 24"" Hedge Trimmer Kit delivers power to cut 1-1/4"" branches with control, durability, and faster trimming for landscape professionals.",24 in blade length,1-1/4 in cutting capacity,,,,,,,,,,,,,,,,,,,,,,Landscape professionals,,"M18 FUEL 24"" Hedge Trimmer Kit",Blade Length,24,in,Cutting Capacity,1-1/4,in,Product Type,Hedge Trimmer Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/m18-fuel-30-hedge-trimmer/3034-20,,,,,,3034-20,,,,3034-20,3034-20,3034-20 Milw M18 30  - Hedge Trimmer,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,M18 FUEL 30 IN. Hedge Trimmer with 1.25 IN. branch cut capacity for professional,MILWAUKEE 3034-20 M18 FUEL 30 IN. HEDGE,M18 FUEL 30 in Hedge Trimmer designed for professional landscapers.,"The Milwaukee Tool M18 FUEL 30 in Hedge Trimmer, model 3034-20, is designed for professional landscapers. It delivers power to cut 1-1/4 in branches with faster trimming and control.","Designed for professional landscapers, the Milwaukee Tool M18 FUEL 30 in Hedge Trimmer delivers power to cut 1-1/4 in branches with faster trimming and control.","The MILWAUKEE M18 FUEL 30 in Hedge Trimmer delivers power to cut 1-1/4 in branches with faster trimming and control, designed for professional landscapers.",Branch cut capacity: 1.25 in,Designed for professional landscapers,Faster trimming and control,,,,,,,,,,,,,,,,,,,,,Hedge trimming,,30 in,Product Name,30,in,Branch Cut Capacity,1.25,in,Tool Type,Hedge Trimmer,,Product Line,M18 FUEL,,Target Audience,professional landscapers,,Model Number,3034-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,D25333K,,,,D25333K,D25333K,D25333K Dewalt Hammer Drill,-- Unbranded --,,,Black & Decker/dewlt (2585),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DCD803B,,,,DCD803B,DCD803B,DCD803B Dewalt Multi-Head Drill Driver,-- Unbranded --,,,Black & Decker/dewlt (2585),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
