MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,QB22RU,,,,QB22RU,QB22RU,QB22RU Vessel Carrying Bit Holder (Red),-- Unbranded --,,,Vessel Tools USA Inc (VESTO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,QB22KU,,,,QB22KU,QB22KU,QB22KU Vessel Carrying Bit Holder (Black),-- Unbranded --,,,Vessel Tools USA Inc (VESTO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.malcotools.com/product/offset-cut-avs-mini-snip-left-cut-avm6-ev/,,,,,AVM6EV,,,,AVM6EV,AVM6EV,AVM6 EV Mini Snip Red,-- Unbranded --,,,Malco Prod (2370),Malco Products,Malco,,,,,"Malco Products AVM6EV AVs Mini Snip Red features a left cut direction, offset",MALCO AVM6EV AVS MINI SNIP RED,Malco Products AVM6EV AVs Mini Snip with a left cutting offset design for 24-gauge cold rolled steel and 5-inch diameter circle cutting capacity.,"The Malco Products model AVM6EV AVs Mini Snip features a left cutting offset design that provides superior material flow in 24-gauge cold rolled steel for making sharp square cuts, tight 5-inch diameter circles, and straight-line cuts, even on curved surfaces.",Get precision cuts with the Malco Products AVM6EV AVs Mini Snip Red. This tool offers a left cutting offset design built for 24-gauge cold rolled steel and a 5-inch diameter circle cutting capacity.,"The AVsMini AVM6EV left cutting offset design provides superior material flow in 24-gauge cold rolled steel for making sharp square cuts, tight 5-inch diameter circles and straight-line cuts, even on curved surfaces.",Circle Cutting Capacity Diameter: 5 in,Cut Direction: Left,Cut Type: Offset,Maximum Capacity - Cold Rolled Steel: 24 gauge,Model: AVM6EV,Product Line: AVs Mini Snip,,,,,,,,,,,,,,,,,,"Making sharp square cuts, tight 5-inch diameter circles and straight-line cuts, even on curved surfaces in 24-gauge cold rolled steel.",,AVM6 EV Mini Snip Red,Cut Type,Offset,,Product Line,AVs Mini Snip,,Cut Direction,Left,,Model,AVM6EV,,Maximum Capacity - Cold Rolled Steel,24,gauge,Circle Cutting Capacity Diameter,5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.malcotools.com/product/offset-cut-avs-mini-snip-left-cut-avm6-ev/,,,,,AVM6EV,,,,AVM6EV,AVM6EV,AVM7 EV Mini Snip Green,-- Unbranded --,,,Malco Prod (2370),Malco Products,Malco,,,,,Malco Products AVM6EV left cutting Offset Cut AVs® Mini Snip for 24-gauge cold,AVM6EV OFFSET CUT AVS MINI SNIP,Left cutting offset design Offset Cut AVs® Mini Snip for 24-gauge cold rolled and galvanized steel.,"The Malco Products AVM6EV Offset Cut AVs® Mini Snip features a left cutting offset design that provides superior material flow in 24-gauge (0.61 mm) cold rolled and (0.71 mm) galvanized steel. It is designed for making sharp square cuts, tight 5-inch (125 mm) diameter circles, and straight-line cuts, even on curved surfaces.","Get superior material flow in 24-gauge cold rolled and galvanized steel with the Malco Products AVM6EV Offset Cut AVs® Mini Snip. This left cutting offset design makes sharp square cuts, tight 5-inch (125 mm) diameter circles, and straight-line cuts, even on curved surfaces.","The Malco Products AVM6EV Offset Cut AVs® Mini Snip utilizes a left cutting offset design to deliver superior material flow in 24-gauge (0.61 mm) cold rolled and (0.71 mm) galvanized steel. Perfect for making sharp square cuts, tight 5-inch (125 mm) diameter circles, and straight-line cuts, even on curved surfaces.",Left cutting offset design,Provides superior material flow in 24-gauge (0.61 mm) cold rolled and (0.71 mm) galvanized steel,Makes sharp square cuts,Makes tight 5-inch (125 mm) diameter circles,"Makes straight-line cuts, even on curved surfaces",,,,,,,,,,,,,,,,,,,"Making sharp square cuts, tight 5-inch (125 mm) diameter circles and straight-line cuts, even on curved surfaces, in 24-gauge (0.61 mm) cold rolled and (0.71 mm) galvanized steel",,Offset Cut AVs® Mini Snip,product type,Offset Cut AVs® Mini Snip,,cutting direction,Left Cut,,model number,AVM6EV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DSA0250B,,,,DSA0250B,DSA0250B,DSA0250B 1/4  Square x1/4  Hex - Socket Adapter,-- Unbranded --,,,Freud Inc (2435),Freud,Freud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DSA0375B,,,,DSA0375B,DSA0375B,DSA0375B 3/8  Square x1/4  Hex - Socket Adapter,-- Unbranded --,,,Freud Inc (2435),Freud,Freud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DSA0500B,,,,DSA0500B,DSA0500B,DSA0500B 1/2  Square x1/4  Hex - Socket Adapter,-- Unbranded --,,,Freud Inc (2435),Freud,Freud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/3-8-drive-universal-joint/42-04-9107,,,,,,42-04-9107,,,,42-04-9107,42-04-9107,42-04-9107 Milw 3/8  Drive Universal Joint,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,Milwaukee 3/8 IN. Drive Universal Joint with rust-resistant chrome plating and,MILW 42-04-9107 3/8 IN. DRIVE UNIVERSAL,Milwaukee 3/8 in Drive Universal Joint featuring 11 degrees of movement and a lifetime guarantee.,The Milwaukee 3/8 in Drive Universal Joint offers 11 degrees of movement for fixed or wobble use. It features a rust-resistant chrome plating and is backed by a lifetime guarantee.,"Get versatility and durability with the Milwaukee 3/8 in Drive Universal Joint. This universal joint provides 11 degrees of movement and allows for fixed or wobble use. Built with rust-resistant chrome plating, it is protected by a lifetime guarantee.","The MILWAUKEE® 3/8"" Drive Universal Joint offers 11 degrees of movement, fixed or wobble use, rust-resistant chrome plating, and a lifetime guarantee.",3/8 in drive size,11 degrees of movement,Fixed or wobble use,Rust-resistant chrome plating,Lifetime guarantee,,,,,,,,,,,,,,,,,,,fixed or wobble use,,"3/8"" Drive Universal Joint",Drive Size,3/8,in,Product Type,Universal Joint,,Movement,11,degrees,Usage,fixed or wobble,,Finish,chrome plating,,Warranty,lifetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.milwaukeetool.com/products/details/242pc-1-4-3-8-1-2-drive-metric-sae-ratchet-socket-set-with-packout-4-drawer-tool-box/48-22-9491,,,,,,48-22-9491,,,,48-22-9491,48-22-9491,48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box,-- Unbranded --,,,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,,,,,"242pc Ratchet & Socket Set featuring 90-tooth ratchets, 6-point sockets, FOUR",MILW 48-22-9491 242PC RATCHET SOCKET SET,"242pc 1/4"", 3/8"", & 1/2"" Drive Metric & SAE Ratchet & Socket Set with 90-tooth ratchets and PACKOUT™ storage.","The Milwaukee Tool 48-22-9491 is a 242-piece 1/4"", 3/8"", and 1/2"" drive metric and SAE ratchet and socket set. This set includes 90-tooth ratchets designed for tight spaces, 6-point sockets featuring FOUR FLAT™ Sides, impact-duty sockets, and PACKOUT™ storage.","Get the Milwaukee Tool 242pc 1/4"", 3/8"", & 1/2"" Drive Metric & SAE Ratchet & Socket Set. It features 90-tooth ratchets for tight spaces, 6-point sockets with FOUR FLAT™ Sides, impact-duty sockets, and PACKOUT™ storage.","Featuring 90-tooth ratchets for tight spaces, the Milwaukee Tool 48-22-9491 242pc ratchet & socket set includes 6-point sockets with FOUR FLAT™ Sides, impact-duty sockets, and PACKOUT™ storage.","242pc. 1/4”, 3/8”, & 1/2” Drive Metric & SAE Ratchet & Socket Set",90-tooth ratchets for tight spaces,6-point sockets with FOUR FLAT™ Sides,Impact-duty sockets,PACKOUT™ storage,,,,,,,,,,,,,,,,PACKOUT™ storage,,,,"242pc. 1/4”, 3/8”, & 1/2” Drive Metric & SAE Ratchet & Socket Set, 6-point sockets, FOUR FLAT™ Sides, 90-tooth ratchets, impact-duty sockets, PACKOUT™ storage",242pc Ratchet & Socket Set 4-Drawer Tool Box,ratchet tooth count,90,tooth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,DWMT45422,,,,DWMT45422,DWMT45422,DWMT45422 Dewalt 1/4  Drive - 50pc Mechanics Set,-- Unbranded --,,,Black & Decker/dewlt (2585),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
